id,name,country,antecedent_aerosol_aod,antecedent_aerosol_state,antecedent_moisture_kgm2,antecedent_moisture_state,antecedent_no2_molec_cm2,ifs_fog_prob,fog_prob_24h,fog_prob_48h,fog_prob_72h,spatial_coverage,stagnation_trend,stagnation_slope_ms,extreme_fog_tail_p95,ens_max_fog_index_peak,target_date,aer_p1,aer_p2,aer_p3,mois_p1,mois_p2,mois_p3,fog_p1,fog_p2,fog_p3,fog_p4,fog_p5,stag_p1,stag_p2,stag_p3,tail_p1,tail_p2,tail_p3,tail_p4
110N001,JAIPUR(GRAMIN),RAJASTHAN,,Moderate,,Moderate,,0.1262,0.0655,0.0279,0.0935,0.0837,Stable,0.194,0.6188,0.6342,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9301,0.0699,0.0,0.0,0.0,0.0104,0.8359,0.1537,0.0087,0.9869,0.0044,0.0
114,JAISALMER,RAJASTHAN,,Moderate,,Moderate,,0.0191,0.0054,0.0007,0.017,0.0,Stagnating,-0.682,0.5795,0.6022,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.7281,0.2719,0.0,0.0559,0.9437,0.0003,0.0
116,JALOR,RAJASTHAN,,Moderate,,Moderate,,0.0348,0.0239,0.0152,0.013,0.0,Stable,-0.473,0.5805,0.5841,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9995,0.0005,0.0,0.0,0.0,0.4648,0.5346,0.0006,0.0536,0.946,0.0004,0.0
129,JHALAWAR,RAJASTHAN,,Moderate,,Moderate,,0.9476,0.9476,0.3264,0.3069,1.0,Stable,0.37,0.6397,0.6401,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0016,0.9984,0.0019,0.6656,0.3325,0.0026,0.9837,0.0137,0.0
103,JHUNJHUNUN,RAJASTHAN,,Moderate,,Moderate,,0.0359,0.0359,0.0098,0.0065,0.0,Stable,0.468,0.5612,0.5628,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9995,0.0005,0.0,0.0,0.0,0.0006,0.5417,0.4576,0.1105,0.8894,0.0001,0.0
113,JODHPUR,RAJASTHAN,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-1.156,0.3633,0.3633,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.9857,0.0143,0.0,0.9969,0.0031,0.0,0.0
113N001,JODHPUR GRAMIN,RAJASTHAN,,Moderate,,Moderate,,0.0079,0.002,0.0039,0.0069,0.0,Stagnating,-0.995,0.5417,0.5499,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.9504,0.0496,0.0,0.2022,0.7977,0.0,0.0
107,KARAULI,RAJASTHAN,,Moderate,,Moderate,,0.4035,0.4035,0.1566,0.137,0.1996,Stable,0.119,0.6347,0.6348,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.472,0.5279,0.0,0.0,0.0196,0.8786,0.1018,0.0035,0.9859,0.0105,0.0
131N005,KEKRI,RAJASTHAN,,Moderate,,Moderate,,0.6049,0.5885,0.2518,0.3858,0.5004,Improving,0.51,0.6366,0.637,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.4613,0.5387,0.0,0.0004,0.4867,0.5129,0.0032,0.9852,0.0116,0.0
104N001,KHAIRTHAL-TIJARA,RAJASTHAN,,Moderate,,Moderate,,0.0327,0.0,0.0,0.0327,0.0,Stagnating,-0.874,0.5606,0.5636,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9996,0.0004,0.0,0.0,0.0,0.8939,0.1061,0.0,0.1126,0.8874,0.0001,0.0
127,KOTA,RAJASTHAN,,Moderate,,Moderate,,0.797,0.7752,0.6159,0.7337,0.7774,Stable,0.38,0.6393,0.6395,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.5238,0.4762,0.0017,0.6533,0.3451,0.0027,0.9839,0.0134,0.0
131N002,KOTPUTLI-BEHROR,RAJASTHAN,,Moderate,,Moderate,,0.0196,0.0196,0.0,0.0,0.0,Stable,-0.137,0.5378,0.5423,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.1133,0.8699,0.0168,0.2251,0.7749,0.0,0.0
112,NAGAUR,RAJASTHAN,,Moderate,,Moderate,,0.0098,0.0054,0.0043,0.0011,0.0,Stable,-0.125,0.5238,0.5438,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.1059,0.8756,0.0186,0.317,0.683,0.0,0.0
131N001,NEEM-KA-THANA,RAJASTHAN,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Improving,0.691,0.478,0.4996,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.2622,0.7377,0.67,0.33,0.0,0.0
118,PALI,RAJASTHAN,,Moderate,,Moderate,,0.0741,0.0727,0.0042,0.0028,0.0,Stable,-0.039,0.5719,0.5777,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9941,0.0059,0.0,0.0,0.0,0.0622,0.9016,0.0362,0.0751,0.9247,0.0002,0.0
131N004,PHALODI,RAJASTHAN,,Moderate,,Moderate,,0.007,0.0014,0.0,0.007,0.0,Stagnating,-0.56,0.5354,0.5776,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.5797,0.42,0.0002,0.2394,0.7606,0.0,0.0
131,PRATAPGARH,RAJASTHAN,,Moderate,,Moderate,,0.0294,0.0196,0.0294,0.0294,0.0,Stable,-0.195,0.5772,0.5972,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.1546,0.8351,0.0103,0.0613,0.9384,0.0003,0.0
130N002,RAJSAMAND,RAJASTHAN,,Moderate,,Moderate,,0.2383,0.2383,0.0,0.0,0.286,Stable,0.285,0.613,0.6166,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2219,0.7775,0.0006,0.0,0.0,0.0044,0.7584,0.2372,0.0119,0.985,0.0031,0.0
130N001,SALUMBAR,RAJASTHAN,,Moderate,,Moderate,,0.0275,0.0118,0.0039,0.0157,0.0,Stagnating,-0.678,0.5841,0.5944,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.7241,0.2759,0.0,0.0462,0.9533,0.0005,0.0
116N001,SANCHORE,RAJASTHAN,,Moderate,,Moderate,,0.0589,0.0,0.0505,0.0252,0.0,Stagnating,-0.849,0.5834,0.5934,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9976,0.0024,0.0,0.0,0.0,0.8778,0.1222,0.0,0.0476,0.952,0.0004,0.0
108,SAWAI MADHOPUR,RAJASTHAN,,Moderate,,Moderate,,0.694,0.588,0.6235,0.6077,0.7998,Stable,0.019,0.6344,0.6344,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0301,0.9529,0.017,0.0418,0.9037,0.0545,0.0036,0.986,0.0104,0.0
122N001,SHAHPURA,RAJASTHAN,,Moderate,,Moderate,,0.8823,0.8823,0.1079,0.2843,1.0,Improving,0.53,0.6363,0.6372,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0498,0.9502,0.0003,0.4596,0.5401,0.0032,0.9853,0.0115,0.0
111,SIKAR,RAJASTHAN,,Moderate,,Moderate,,0.0174,0.0174,0.0,0.0,0.0,Improving,0.941,0.5522,0.5523,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0,0.0708,0.9292,0.1481,0.8519,0.0,0.0
117,SIROHI,RAJASTHAN,,Moderate,,Moderate,,0.0196,0.0196,0.0,0.0,0.0,Stable,-0.1,0.5348,0.5957,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.0914,0.8859,0.0227,0.2435,0.7565,0.0,0.0
120,TONK,RAJASTHAN,,Moderate,,Moderate,,0.6799,0.4688,0.425,0.6559,0.7781,Stable,0.425,0.6323,0.6325,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.055,0.9369,0.0082,0.001,0.5973,0.4017,0.0041,0.9866,0.0093,0.0
130,UDAIPUR,RAJASTHAN,,Moderate,,Moderate,,0.0473,0.0457,0.0,0.0,0.0832,Stable,-0.253,0.5547,0.5967,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9989,0.0011,0.0,0.0,0.0,0.2048,0.7891,0.0061,0.1368,0.8631,0.0,0.0
242,GYALSHING,SIKKIM,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.064,0.0299,0.0299,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0301,0.8969,0.073,1.0,0.0,0.0,0.0
741,PAKYONG,SIKKIM,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.078,0.4592,0.4798,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0797,0.8933,0.0271,0.7925,0.2075,0.0,0.0
243,NAMCHI,SIKKIM,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.064,0.0299,0.0299,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0301,0.8969,0.073,1.0,0.0,0.0,0.0
241,MANGAN,SIKKIM,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.413,0.0287,0.0385,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0012,0.6126,0.3862,1.0,0.0,0.0,0.0
244,GANGTOK,SIKKIM,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.019,0.0686,0.0686,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0419,0.9038,0.0543,1.0,0.0,0.0,0.0
742,SORENG,SIKKIM,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.239,0.0203,0.0203,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.192,0.8011,0.0069,1.0,0.0,0.0,0.0
616,ARIYALUR,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.54,0.4461,0.4498,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.5526,0.4471,0.0003,0.8594,0.1406,0.0,0.0
633N001,CHENGALPATTU,TAMIL NADU,,Moderate,,Moderate,,0.085,0.085,0.0,0.0,0.0,Stable,-0.266,0.5495,0.5511,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9893,0.0107,0.0,0.0,0.0,0.2179,0.7768,0.0053,0.1611,0.8388,0.0,0.0
602,CHENNAI,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.368,0.177,0.177,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.3297,0.6684,0.0019,1.0,0.0,0.0,0.0
632,COIMBATORE,TAMIL NADU,,Moderate,,Moderate,,0.0685,0.0653,0.0196,0.0131,0.0,Stagnating,-0.508,0.5873,0.5884,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9957,0.0043,0.0,0.0,0.0,0.5109,0.4887,0.0004,0.0403,0.9591,0.0006,0.0
617,CUDDALORE,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.392,0.4939,0.4964,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.36,0.6386,0.0015,0.5483,0.4517,0.0,0.0
630,DHARMAPURI,TAMIL NADU,,Moderate,,Moderate,,0.3612,0.3612,0.2521,0.1567,0.2856,Stable,-0.258,0.6297,0.6349,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0006,0.7803,0.2191,0.0,0.0,0.2104,0.7839,0.0057,0.0047,0.9872,0.0081,0.0
612,DINDIGUL,TAMIL NADU,,Moderate,,Moderate,,0.2083,0.2059,0.0466,0.0196,0.1251,Stable,-0.302,0.621,0.6266,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.4337,0.5662,0.0001,0.0,0.0,0.2546,0.7417,0.0038,0.0077,0.9873,0.005,0.0
610,ERODE,TAMIL NADU,,Moderate,,Moderate,,0.2989,0.294,0.2254,0.0956,0.2498,Stable,-0.12,0.6301,0.6334,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0239,0.9545,0.0216,0.0,0.0,0.1024,0.8781,0.0194,0.0046,0.9871,0.0083,0.0
633N004,KALLAKKURICHI,TAMIL NADU,,Moderate,,Moderate,,0.1646,0.1646,0.0078,0.0,0.1999,Stable,-0.395,0.5971,0.6085,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7603,0.2397,0.0,0.0,0.0,0.3629,0.6356,0.0014,0.0261,0.9728,0.0011,0.0
604,KANCHIPURAM,TAMIL NADU,,Moderate,,Moderate,,0.2418,0.2418,0.0,0.0,0.0,Stable,-0.097,0.553,0.5533,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2015,0.7977,0.0008,0.0,0.0,0.0894,0.8873,0.0234,0.1445,0.8554,0.0,0.0
629,KANNIYAKUMARI,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.412,0.3835,0.4202,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0012,0.6138,0.385,0.9901,0.0099,0.0,0.0
613,KARUR,TAMIL NADU,,Moderate,,Moderate,,0.2483,0.2483,0.0915,0.0719,0.3331,Stable,-0.115,0.6196,0.6249,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1672,0.8316,0.0012,0.0,0.0,0.0998,0.88,0.0201,0.0084,0.9871,0.0046,0.0
631,KRISHNAGIRI,TAMIL NADU,,Moderate,,Moderate,,0.6112,0.5328,0.304,0.464,0.6666,Stable,-0.046,0.6304,0.6306,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.4117,0.5882,0.0001,0.0653,0.9004,0.0343,0.0046,0.9871,0.0084,0.0
623,MADURAI,TAMIL NADU,,Moderate,,Moderate,,0.051,0.047,0.0118,0.0392,0.0,Stable,-0.496,0.5572,0.5599,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9986,0.0014,0.0,0.0,0.0,0.4952,0.5044,0.0004,0.1263,0.8737,0.0001,0.0
618,MAYILADUTHURAI,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.238,0.3428,0.3428,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.1914,0.8017,0.0069,0.9992,0.0008,0.0,0.0
618,NAGAPATTINAM,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.699,0.2616,0.2627,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.7467,0.2533,0.0,1.0,0.0,0.0,0.0
609,NAMAKKAL,TAMIL NADU,,Moderate,,Moderate,,0.3089,0.3089,0.0637,0.0147,0.0,Stable,0.08,0.6107,0.6123,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0147,0.9511,0.0342,0.0,0.0,0.0266,0.8926,0.0808,0.0134,0.9839,0.0027,0.0
615,PERAMBALUR,TAMIL NADU,,Moderate,,Moderate,,0.049,0.049,0.0,0.0,0.0,Stable,-0.396,0.5276,0.5314,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9987,0.0013,0.0,0.0,0.0,0.3641,0.6345,0.0014,0.2902,0.7098,0.0,0.0
621,PUDUKKOTTAI,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.61,0.4665,0.4901,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.6428,0.3571,0.0001,0.7488,0.2512,0.0,0.0
626,RAMANATHAPURAM,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.712,0.337,0.34,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.7597,0.2403,0.0,0.9994,0.0006,0.0,0.0
633N002,RANIPET,TAMIL NADU,,Moderate,,Moderate,,0.4118,0.4118,0.0,0.0,0.0,Stable,-0.192,0.5402,0.5402,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.407,0.5929,0.0001,0.0,0.1523,0.8371,0.0105,0.2108,0.7892,0.0,0.0
608,SALEM,TAMIL NADU,,Moderate,,Moderate,,0.3333,0.3305,0.1344,0.0532,0.2857,Stable,-0.036,0.6226,0.6281,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0038,0.905,0.0912,0.0,0.0,0.0609,0.902,0.037,0.0071,0.9875,0.0054,0.0
622,SIVAGANGA,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.728,0.3808,0.383,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.7767,0.2232,0.0,0.9914,0.0086,0.0,0.0
633N005,TENKASI,TAMIL NADU,,Moderate,,Moderate,,0.0131,0.0065,0.0065,0.0,0.0,Stagnating,-0.726,0.5895,0.5983,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.7744,0.2255,0.0,0.0367,0.9626,0.0007,0.0
620,THANJAVUR,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.498,0.4166,0.4195,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.4978,0.5018,0.0004,0.9523,0.0477,0.0,0.0
611,THE NILGIRIS,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.385,0.333,0.3339,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.3511,0.6473,0.0016,0.9996,0.0004,0.0,0.0
624,THENI,TAMIL NADU,,Moderate,,Moderate,,0.3007,0.3007,0.2811,0.1504,0.3334,Stagnating,-0.529,0.6162,0.6204,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.022,0.9545,0.0235,0.0,0.0,0.5391,0.4606,0.0003,0.0101,0.9862,0.0037,0.0
602,THIRUVALLUR,TAMIL NADU,,Moderate,,Moderate,,0.2418,0.2418,0.0261,0.0065,0.3333,Stable,-0.099,0.5713,0.5752,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2014,0.7978,0.0008,0.0,0.0,0.0906,0.8865,0.023,0.077,0.9228,0.0002,0.0
619,THIRUVARUR,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.506,0.4122,0.4133,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.5077,0.4919,0.0004,0.9604,0.0396,0.0,0.0
627,THOOTHUKUDI,TAMIL NADU,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.765,0.3579,0.3631,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.8118,0.1882,0.0,0.9978,0.0022,0.0,0.0
614,TIRUCHIRAPPALLI,TAMIL NADU,,Moderate,,Moderate,,0.1046,0.1046,0.0523,0.0425,0.0,Stable,-0.276,0.6057,0.6154,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9719,0.0281,0.0,0.0,0.0,0.2276,0.7675,0.0048,0.0173,0.9808,0.002,0.0
628,TIRUNELVELI,TAMIL NADU,,Moderate,,Moderate,,0.049,0.0,0.0033,0.049,0.0,Stagnating,-0.938,0.5749,0.6155,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9987,0.0013,0.0,0.0,0.0,0.928,0.072,0.0,0.067,0.9327,0.0002,0.0
633N003,TIRUPATHUR,TAMIL NADU,,Moderate,,Moderate,,0.6535,0.6535,0.3464,0.3594,0.6666,Stable,-0.297,0.6341,0.6346,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.1422,0.8561,0.0017,0.2496,0.7465,0.0039,0.0037,0.9861,0.0102,0.0
633,TIRUPPUR,TAMIL NADU,,Moderate,,Moderate,,0.2548,0.245,0.0466,0.0416,0.1249,Stable,-0.113,0.6184,0.6245,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1366,0.8616,0.0018,0.0,0.0,0.0987,0.8809,0.0205,0.0089,0.9868,0.0042,0.0
606,TIRUVANNAMALAI,TAMIL NADU,,Moderate,,Moderate,,0.1569,0.1569,0.0112,0.0028,0.0,Stable,-0.107,0.569,0.5694,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8058,0.1942,0.0,0.0,0.0,0.0953,0.8832,0.0215,0.0839,0.916,0.0001,0.0
605,VELLORE,TAMIL NADU,,Moderate,,Moderate,,0.7255,0.7255,0.2206,0.1274,0.7501,Stable,-0.34,0.6177,0.6196,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.006,0.9258,0.0682,0.2973,0.7001,0.0025,0.0093,0.9866,0.0041,0.0
607,VILUPPURAM,TAMIL NADU,,Moderate,,Moderate,,0.0294,0.0294,0.0,0.0,0.0,Stable,-0.311,0.5428,0.5554,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.2639,0.7327,0.0034,0.1958,0.8042,0.0,0.0
625,VIRUDHUNAGAR,TAMIL NADU,,Moderate,,Moderate,,0.0039,0.0039,0.0039,0.0,0.0,Stagnating,-0.688,0.5179,0.527,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.7343,0.2656,0.0,0.3603,0.6397,0.0,0.0
532,ADILABAD,TELANGANA,,Moderate,,Moderate,,0.0118,0.0118,0.0,0.0,0.0,Stagnating,-0.652,0.4923,0.5722,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.6942,0.3057,0.0001,0.5611,0.4389,0.0,0.0
541N001,BHADRADRI KOTHAGUDEM,TELANGANA,,Moderate,,Moderate,,0.5537,0.277,0.4424,0.2942,0.6671,Stable,-0.093,0.637,0.6382,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0011,0.8217,0.1772,0.0,0.0873,0.8886,0.0241,0.0031,0.985,0.0119,0.0
542N003,HANUMAKONDA,TELANGANA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.875,0.2214,0.2264,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.8946,0.1054,0.0,1.0,0.0,0.0,0.0
536,HYDERABAD,TELANGANA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.983,0.1912,0.1912,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.9462,0.0538,0.0,1.0,0.0,0.0,0.0
534N002,JAGTIAL,TELANGANA,,Moderate,,Moderate,,0.1714,0.1714,0.0,0.0,0.2498,Stable,-0.205,0.58,0.5947,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7161,0.2839,0.0,0.0,0.0,0.1631,0.8276,0.0093,0.0548,0.9449,0.0003,0.0
